SiteCode,DateTime,DurationNS,ScaledValue,mod_datetime,species
CLDP0001,2024-08-12 04:00:00+00:00,3600000000,10.955610624999998,2024-08-12 05:00:00+00:00,IPM25
CLDP0001,2024-08-12 05:00:00+00:00,3600000000,10.642854999999999,2024-08-12 06:00:00+00:00,IPM25
CLDP0001,2024-08-12 06:00:00+00:00,3600000000,9.762576249999999,2024-08-12 07:00:00+00:00,IPM25
CLDP0001,2024-08-12 07:00:00+00:00,3600000000,8.878495000000001,2024-08-12 08:00:00+00:00,IPM25
CLDP0001,2024-08-12 08:00:00+00:00,3600000000,7.576614062499999,2024-08-12 09:00:00+00:00,IPM25
CLDP0001,2024-08-12 09:00:00+00:00,3600000000,6.78712,2024-08-12 10:00:00+00:00,IPM25
CLDP0001,2024-08-12 10:00:00+00:00,3600000000,6.184423749999999,2024-08-12 11:00:00+00:00,IPM25
CLDP0001,2024-08-12 11:00:00+00:00,3600000000,6.637396562499999,2024-08-12 12:00:00+00:00,IPM25
CLDP0001,2024-08-12 12:00:00+00:00,3600000000,6.992455,2024-08-12 13:00:00+00:00,IPM25
CLDP0001,2024-08-12 13:00:00+00:00,3600000000,8.41459,2024-08-12 14:00:00+00:00,IPM25
CLDP0001,2024-08-12 14:00:00+00:00,3600000000,8.389398437499999,2024-08-12 15:00:00+00:00,IPM25
CLDP0001,2024-08-12 15:00:00+00:00,3600000000,9.626636874999999,2024-08-12 16:00:00+00:00,IPM25
CLDP0001,2024-08-12 16:00:00+00:00,3600000000,9.0901675,2024-08-12 17:00:00+00:00,IPM25
CLDP0001,2024-08-12 17:00:00+00:00,3600000000,9.551537500000002,2024-08-12 18:00:00+00:00,IPM25
CLDP0001,2024-08-12 18:00:00+00:00,3600000000,9.641371562499998,2024-08-12 19:00:00+00:00,IPM25
CLDP0001,2024-08-12 19:00:00+00:00,3600000000,8.843321874999999,2024-08-12 20:00:00+00:00,IPM25
CLDP0001,2024-08-12 20:00:00+00:00,3600000000,6.2267265625,2024-08-12 21:00:00+00:00,IPM25
CLDP0001,2024-08-12 21:00:00+00:00,3600000000,4.5940281249999995,2024-08-12 22:00:00+00:00,IPM25
CLDP0001,2024-08-12 22:00:00+00:00,3600000000,3.6928356249999994,2024-08-12 23:00:00+00:00,IPM25
CLDP0001,2024-08-12 23:00:00+00:00,3600000000,3.6030015625,2024-08-13 00:00:00+00:00,IPM25
CLDP0001,2024-08-13 00:00:00+00:00,3600000000,3.01078125,2024-08-13 01:00:00+00:00,IPM25
CLDP0001,2024-08-13 01:00:00+00:00,3600000000,3.25175625,2024-08-13 02:00:00+00:00,IPM25
CLDP0001,2024-08-13 02:00:00+00:00,3600000000,3.25333125,2024-08-13 03:00:00+00:00,IPM25
CLDP0001,2024-08-13 03:00:00+00:00,3600000000,3.2430937499999994,2024-08-13 04:00:00+00:00,IPM25
CLDP0001,2024-08-13 04:00:00+00:00,3600000000,3.4561124999999997,2024-08-13 05:00:00+00:00,IPM25
CLDP0001,2024-08-13 05:00:00+00:00,3600000000,4.652718750000001,2024-08-13 06:00:00+00:00,IPM25
CLDP0001,2024-08-13 06:00:00+00:00,3600000000,4.36606875,2024-08-13 07:00:00+00:00,IPM25
CLDP0001,2024-08-13 07:00:00+00:00,3600000000,5.161837499999999,2024-08-13 08:00:00+00:00,IPM25
